Event #,Cell_ID,label,Tile_row,Tile_col,centroid-0,centroid-1,mean_intensity_PD-1_nuc,mean_intensity_PD-1_cell,Global_y,Global_x,mean_intensity_PD-L1_nuc,mean_intensity_PD-L1_cell,mean_intensity_CD68_nuc,mean_intensity_CD68_cell,mean_intensity_CD3_nuc,mean_intensity_CD3_cell,mean_intensity_FoxP3_nuc,mean_intensity_FoxP3_cell,mean_intensity_Iba-1_nuc,mean_intensity_Iba-1_cell,mean_intensity_CD8_nuc,mean_intensity_CD8_cell,mean_intensity_CD4_nuc,mean_intensity_CD4_cell
337,3932,332,0,1,1647.422485,1128.309814,13.7183094,16.47177505,1647.422485,3176.309814,5.915493011,4.008064747,14.63380241,14.54838753,0.887323916,1.391129017,1.183098555,1.798387051,19.40845108,9.487903595,5.014084339,3.629032373,3.042253494,3.774193525
338,3935,335,0,1,632.0563354,658.5211182,10.22535229,5.190019131,632.0563354,2706.52124,7.464788914,3.481765747,11.53521156,6.385796547,5.239436626,2.735124826,1.661971807,1.247600794,11.66197205,6.076775551,0.464788735,0.581573904,0.225352108,0.491362751
339,3951,351,0,1,953.25,1285.578979,14.96052647,13.01820946,953.25,3333.578857,10.28947353,9.556904793,12.17105293,10.47496223,5.355263233,3.383914948,2.868421078,2.305007696,39.01315689,31.38391495,9.407895088,6.27465868,9.644737244,6.180576801
340,3957,357,0,1,792.5,1062.581055,30.79729652,40.63132095,792.5,3110.581055,6.040540695,5.885807514,10.64864826,10.1924963,5.689188957,3.628058672,2.189189196,2.539967299,15.75675678,10.65252876,6.121621609,4.544861317,6.824324131,6.518760204
341,3961,361,0,1,1384.589966,979.5800171,4.880000114,5.207547188,1384.589966,3027.580078,3.410000086,3.201257944,11.85999966,14.17610073,0.75999999,1.157232761,0.800000012,1.232704401,26.15999985,22.4591198,5.489999771,5.257861614,1.720000029,1.698113203
342,3974,374,0,1,1485.827148,826.777771,22.39506149,18.14367867,1485.827148,2874.777832,6.827160358,5.706896782,19.06172752,19.22701073,0.839506149,2.669540167,1.740740776,2.347701073,21.91357994,10.90517235,5.271605015,4.301723957,8.493826866,7.218390942
343,3985,385,0,1,1553.444458,1463.731445,10.41666698,12.33817005,1553.444458,3511.731445,7.254629612,6.202008724,21.89814758,15.2354908,3.078703642,2.524553537,3.745370388,2.216517925,20.08333397,12.50223255,5.032407284,3.71875,9.662036896,7.005580425
344,3986,386,0,1,1434.551392,869.3831787,9,8.700325966,1434.551392,2917.383057,3.261682272,4.241042137,20.59813118,12.9185667,0.794392526,2.495114088,2.504673004,2.387622118,20.95327187,12.44299698,6.009346008,4.648208618,2.887850523,2.690553665
345,3993,393,0,1,1402.676514,1178.264648,15.22058868,12.91403484,1402.676514,3226.264648,9.992647171,9.694736481,62.24264526,47.42807007,8.441176414,6.440351009,4.735294342,4.077192783,48.81617737,35.77719116,10.58088207,8.001754761,13.13970566,13.07894707
346,3996,396,0,1,1121.338989,1191.27124,22.59321976,38.54487228,1121.338989,3239.27124,11.50847435,18.83974266,23.76271248,14.69551277,3.983050823,5.038461685,3.22033906,4.371794701,32.13559341,15.22115421,10.32203388,7.346153736,5.084745884,5
347,4032,432,0,1,1140.112671,1298.845093,27.46478844,28.38075256,1140.112671,3346.844971,7.859154701,6.991631985,39.84506989,33.0209198,5.084506989,3.778242588,3.366197109,2.794979095,31.53521156,18.96234322,9.605633736,6.104602337,8.014084816,7.677824497
