Event #,Cell_ID,label,Tile_row,Tile_col,centroid-0,centroid-1,mean_intensity_PD-1_nuc,mean_intensity_PD-1_cell,Global_y,Global_x,mean_intensity_PD-L1_nuc,mean_intensity_PD-L1_cell,mean_intensity_CD68_nuc,mean_intensity_CD68_cell,mean_intensity_CD3_nuc,mean_intensity_CD3_cell,mean_intensity_FoxP3_nuc,mean_intensity_FoxP3_cell,mean_intensity_Iba-1_nuc,mean_intensity_Iba-1_cell,mean_intensity_CD8_nuc,mean_intensity_CD8_cell,mean_intensity_CD4_nuc,mean_intensity_CD4_cell
166,4900,1300,0,1,1596.447388,1077.894775,21.7456131,17.29976654,1596.447388,3125.894775,6.956140518,5.845433235,13,27.80562019,0.991228044,2.817330122,0.692982435,2.156908751,0.850877166,6.281030655,2.570175409,3.548009396,5.692982674,9.625292778
167,4903,1303,0,1,1523.707642,1015.407715,20.3538456,23.00724602,1523.707642,3063.407715,7.884615421,6.288043499,17.16923141,13.79166698,2.323076963,2.896739244,1.707692266,2.407608747,1.261538506,2.282608747,3.8307693,3.13949275,4.015384674,3.262681246
168,4922,1322,0,1,1637.526978,1329.401245,12.94610786,9.326288223,1637.526978,3377.401123,7.221556664,5.401585102,90.78443146,37.15851974,5.760478973,3.153236389,5.155688763,2.157199383,1.616766453,2.973579884,4.988023758,2.657860041,12.52694607,7.031703949
169,4928,1328,0,1,1435.858398,1241.039795,24.25221252,32.9319458,1435.858398,3289.039795,10.83185863,7.684722424,13.70353985,11.8166666,1.460176945,1.930555582,2.066371679,2.015277863,0.991150439,1.827777743,3.451327324,2.747222185,2.703539848,3.070833445
170,4997,1397,0,1,1517.78418,1004.230225,27.41007233,20.5625,1517.78418,3052.230225,6.086330891,5.008620739,11.25179863,12.3771553,0.769784153,1.549569011,1.122302175,2.015086174,1.546762586,3.359913826,3.158273458,3.273706913,4.446043015,5.13793087
171,5003,1403,0,1,1474.830688,1311.391479,10.39682579,10.42764854,1474.830688,3359.391602,17.70899391,10.45736408,10.21693134,12.50775146,1.116402149,2.143410921,1.037037015,1.586563349,5.560846329,12.08914757,4.079365253,3.879844904,7.481481552,9.718346596
172,5020,1420,0,1,1001.313538,1138.983032,25.74576187,25.58243179,1001.313538,3186.983154,14.13559341,19.90675735,12.41525459,10.55135155,4.974576473,6.321621418,3.186440706,4.648648739,9.0169487,8.855405807,5.889830589,5.772973061,3.915254354,6.310811043
173,5051,1451,0,1,1522.901611,1069.180298,43.95082092,25.95918274,1522.901611,3117.18042,11.62295055,7.991496563,10.81147575,13.31122494,1.196721315,2.496598721,1.475409865,1.984693885,0.549180329,3.299319744,4.196721077,3.945578337,3.713114738,5.426870823
174,5073,1473,0,1,1268.054321,827.8604736,10.15503883,8.454421997,1268.054321,2875.860352,3.9069767,6.507483006,20.65891457,10.71972752,1.542635679,2.258503437,1.751937985,1.995918393,8.837209702,5.092516899,4.9069767,3.117006779,2.868216991,3.122448921
175,5103,1503,0,1,1225.551758,440.25,34.06896591,23.77777863,1225.551758,2488.25,12.40517235,7.509803772,11.67241383,8.734205246,1.879310369,2.481481552,2.327586174,2.259259224,0.965517223,7.801743031,4.456896782,4.603486061,4.043103218,6.581699371
176,5109,1509,0,1,1132.146118,1274.588989,25.59817314,19.9809742,1132.146118,3322.589111,15.68949795,8.897740364,15.00456619,22.26515961,2.8904109,2.850178242,2.009132385,2.354340076,1.228310466,2.985731363,3.23744297,3.20570755,6.23744297,7.724137783
177,5112,1512,0,1,1433.805542,1022.398132,99.95370483,75.74476624,1433.805542,3070.398193,18.72222137,12.61087894,10.23148155,12.52580166,3.097222328,4.093444824,2.722222328,4.174337387,0.847222209,5.453277588,4.472222328,5.344491005,4.27314806,5.025104523
178,5113,1513,0,1,1961.560547,1261.825806,24.39393997,14.34808254,1961.560547,3309.825684,6.068181992,6.330383301,32.21212006,18.4321537,6.128787994,3.988200665,3.083333254,2.064896822,1.143939376,3.092920303,4.78787899,3.4247787,15.09848499,12.0294981
