Event #,Cell_ID,label,Tile_row,Tile_col,centroid-0,centroid-1,mean_intensity_PD-1_nuc,mean_intensity_PD-1_cell,Global_y,Global_x,mean_intensity_PD-L1_nuc,mean_intensity_PD-L1_cell,mean_intensity_CD68_nuc,mean_intensity_CD68_cell,mean_intensity_CD3_nuc,mean_intensity_CD3_cell,mean_intensity_FoxP3_nuc,mean_intensity_FoxP3_cell,mean_intensity_Iba-1_nuc,mean_intensity_Iba-1_cell,mean_intensity_CD8_nuc,mean_intensity_CD8_cell,mean_intensity_CD4_nuc,mean_intensity_CD4_cell
11,95,96,0,0,1932.599976,1416.459229,19.3777771,16.06604958,1932.599976,1416.459229,40.51852036,13.58864403,2.837037086,3.045191288,1.07407403,1.895712614,3.570370436,2.694090366,1.496296287,1.987253785,4.422222137,3.435689449,3.081481457,2.292004585
12,111,112,0,0,1624.277222,1351.413086,182.4239197,67.75230408,1624.277222,1351.413086,65.91304016,24.624506,3.451086998,9.08959198,1.711956501,3.579710245,1.826086998,3.583662748,11.21739101,40.29380798,4.875,7.689064503,4.853260994,10.204216
13,129,130,0,0,1887.642212,1465.513794,22.87155914,22.79974365,1887.642212,1465.513794,33.57798004,11.67394066,1.761467934,2.747111797,0.899082541,2.875481367,3.522935867,2.75481391,1.761467934,3.124518633,5.009174347,3.830552101,3.651376247,2.555840731
14,132,133,0,0,1510.955688,1178.677246,57.90506363,43.66400146,1510.955688,1178.677246,21.01898766,9.211428642,8.987341881,6.405714512,2.430379629,2.052571535,1.772151947,1.723428607,0.303797454,1.931428552,3.468354464,3.035428524,2.607594967,5.142857075
15,138,139,0,0,1970.469604,965.2695923,33.04347992,21.23753738,1970.469604,965.2695923,20.76956558,11.39687157,2.778260946,2.742913008,2.1652174,2.983382225,2.604347944,2.685239553,8.860869408,6.220918655,4.739130497,3.949169159,6.265217304,3.015640259
16,153,154,0,0,1991.296753,1285.12085,13.43956089,16.5027256,1991.296753,1285.12085,48.06593323,13.80381489,2.351648331,4.173024654,0.824175835,7.027247906,2.065934181,2.832425117,0.439560443,2.381471395,3.615384579,3.980926514,5.098901272,8.606266975
17,166,167,0,0,1130.891602,1514.167847,99.31468201,44.48368073,1130.891602,1514.167847,26.5489502,13.67556858,1.891608357,4.159248352,2.115384579,2.797230482,2.444056034,2.589515448,6.807692528,16.99901009,4.730769157,5.517309666,4.339160919,5.265084267
18,193,194,0,0,1933.197998,1291.405884,16.31683159,16.62419319,1933.197998,1291.405884,30.48514938,11.45645142,0.831683159,2.522580624,0.455445558,2.222580671,1.257425785,2.367741823,1.386138558,3.659677505,2.841584206,3.467741966,1.118811846,2.011290312
19,206,207,0,0,1528.087402,1410.686768,93.35240936,56.68613052,1528.087402,1410.686768,21.94578362,14.10802937,0.195783138,1.195620418,0.367469877,1.297810197,0.5993976,1.445255518,0.216867477,1.16204381,2.292168617,2.601459742,1.668674707,1.870072961
20,215,216,0,0,2020.313721,727.3071899,19.42483711,13.99217892,2020.313721,727.3071899,22.94117737,15.99553108,1.450980425,1.230167627,5.156862736,2.166480541,5.993463993,2.546368599,0.418300658,0.87150836,6.1960783,2.84245801,2.869281054,1.729608893
21,240,241,0,0,848.444458,1902.676758,153.8855286,70.96688843,848.444458,1902.676758,23.44107819,12.90066242,1.713804722,3.017029285,1.777777791,2.866603613,1.228956223,2.111636639,5.441077232,5.944181442,3.734006643,3.865657568,2.653198719,2.839167356
22,262,263,0,0,1724.387085,549.7338867,22.56451607,25.63979149,1724.387085,549.7338867,21.18548393,11.7373209,2.451612949,2.27048111,4.346774101,5.319895744,8.548387527,5.015604496,0.95161289,8.011703491,9.314516068,6.434330463,7.193548203,4.455136776
23,276,277,0,0,1900.776978,1935.973022,11.18918896,12.3565712,1900.776978,1935.973022,46.76351166,14.02857113,1.081081033,2.73942852,1.297297239,3.205714226,2.5,2.694857121,0.222972974,2.003428459,4.331080914,3.461714268,2.601351261,2.266285658
24,290,291,0,0,1706.465698,565.2876587,19.36301422,25.39877319,1706.465698,565.2876587,23.43150711,13.8588953,0.732876718,3.793864965,3.493150711,4.257668495,4.164383411,3.879754543,1.561643839,12.37423325,6.1712327,6.541104317,5.184931278,6.909202576
25,294,295,0,0,1913.822754,1541.291138,83.24894714,29.8014698,1913.822754,1541.291138,20.51898766,10.11213207,5.603375435,9.747242928,1.16455698,2.905330896,2.734177113,2.75,10.11392403,26.05974197,5.312236309,6.916360378,4.881856441,6.574448586
26,297,298,0,0,1756.865112,942.1706543,64.92857361,34.75027084,1756.865112,942.1706543,28.39682579,16.40365982,0.28174603,1.851453185,1.515873075,2.654467106,1.150793672,2.706135511,0.289682537,2.069967747,2.944444418,3.181915998,2.353174686,2.191603899
27,320,321,0,0,1822.067749,1955.401123,66.38417816,27.0690155,1822.067749,1955.401123,23.0338974,11.00440502,4.288135529,10.47870731,0.497175127,2.759177685,1.079096079,2.067547798,1.293785334,4.97650528,2.333333254,2.935389042,3.683615923,5.051394939
28,332,333,0,0,1740.027954,946.7094727,44.76536179,25.06284904,1740.027954,946.7094727,20.4413414,11.65223503,0.586592197,2.156424522,2.597765446,3.104748487,1.843575478,2.342178822,0.849161983,3.976257086,3.502793312,3.719273806,2.12849164,2.698323965
29,336,337,0,0,1907.631592,1710.748535,8.473684311,10.19047642,1907.631592,1710.748535,28.70175362,11.03019714,0.812865496,2.04297328,0.508771956,2.38675952,1.122807026,1.833914042,0.298245609,1.382113814,3.070175409,2.691056967,2.222222328,1.815330982
